IM_INCIDENT_KEY,FIRE_BOX,INCIDENT_TYPE_DESC,INCIDENT_DATE_TIME,ARRIVAL_DATE_TIME,UNITS_ONSCENE,LAST_UNIT_CLEARED_DATE_TIME,HIGHEST_LEVEL_DESC,TOTAL_INCIDENT_DURATION,ACTION_TAKEN1_DESC,ACTION_TAKEN2_DESC,ACTION_TAKEN3_DESC,PROPERTY_USE_DESC,STREET_HIGHWAY,ZIP_CODE,BOROUGH_DESC,FLOOR,CO_DETECTOR_PRESENT_DESC,FIRE_ORIGIN_BELOW_GRADE_FLAG,STORY_FIRE_ORIGIN_COUNT,FIRE_SPREAD_DESC,DETECTOR_PRESENCE_DESC,AES_PRESENCE_DESC,STANDPIPE_SYS_PRESENT_FLAG,Latitude,Longitude,Community Board,Community Council,Census Tract,BIN,BBL,NTA,year
59168660,9352,111 - Building fire,11/17/2015 21:31,11/17/2015 21:35,12,11/17/2015 23:54,7 - Signal 7-5,8599,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,106 ST,11368,5 - Queens,2,NA,NA,3,3 - Confined to floor of origin,N - None present,N - None Present,0,40.7439539,-73.8574583,NA,NA,NA,NA,NA,NA,2015
59168802,3828,111 - Building fire,11/17/2015 22:10,11/17/2015 22:14,9,11/17/2015 23:52,7 - Signal 7-5,6063,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,HARPER AVE,10466,2 - Bronx,2nd,NA,NA,3,3 - Confined to floor of origin,N - None present,N - None Present,0,40.8882255,-73.8332194,NA,NA,NA,NA,NA,NA,2015
59170425,3945,354 - Trench/below-grade rescue,11/18/2015 11:20,11/18/2015 11:22,16,11/18/2015 13:04,7 - Signal 7-5,6276,"22 - Rescue, remove from harm",301 - Operated /Assigned  C.F.R.-D Engine,83 - Provide information to public or media,Commercial/Others,DOWNING ST,11238,4 - Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,40.6839015,-73.9609365,NA,NA,NA,NA,NA,NA,2015
59171971,2938,111 - Building fire,11/18/2015 18:49,11/18/2015 18:54,10,11/18/2015 21:31,7 - Signal 7-5,9745,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,CLAY AVE,10457,2 - Bronx,6,NA,NA,6,2 - Confined to room of origin,N - None present,N - None Present,0,40.8433825,-73.9049591,NA,NA,NA,NA,NA,NA,2015
59174576,9688,"100 - Fire, other",11/19/2015 14:41,11/19/2015 14:44,6,11/19/2015 16:03,7 - Signal 7-5,4913,21 - Search,215 - Check for extension,51 - Ventilate,Commercial/Others,JAMAICA AVE,11418,5 - Queens,NA,NA,NA,NA,NA,NA,NA,NA,40.6995541,-73.8324548,NA,NA,NA,NA,NA,NA,2015
59175266,657,111 - Building fire,11/19/2015 17:31,11/19/2015 17:33,6,11/19/2015 18:39,7 - Signal 7-5,4088,11 - Extinguishment by fire service personnel,21 - Search,12 - Salvage & overhaul,Commercial/Others,BEDFORD AVE,11216,4 - Brooklyn,NA,NA,0,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.6537806,-73.956165,NA,NA,NA,NA,NA,NA,2015
59176687,2556,111 - Building fire,11/20/2015 0:38,11/20/2015 0:42,10,11/20/2015 3:45,7 - Signal 7-5,11187,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,58 ST,11219,4 - Brooklyn,basement,NA,1,0,4 - Confined to building of origin,1 - Present,N - None Present,0,40.6313026,-73.999565,NA,NA,NA,NA,NA,NA,2015
59178101,727,111 - Building fire,11/20/2015 11:39,11/20/2015 11:42,9,11/20/2015 14:15,7 - Signal 7-5,9352,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,EVERGREEN AVE,11221,4 - Brooklyn,NA,NA,NA,3,2 - Confined to room of origin,1 - Present,N - None Present,0,40.693573,-73.922748,NA,NA,NA,NA,NA,NA,2015
59178240,651,111 - Building fire,11/20/2015 12:23,11/20/2015 12:27,12,11/20/2015 15:23,7 - Signal 7-5,10846,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,TAAFFE PL,11205,4 - Brooklyn,5,NA,NA,5,4 - Confined to building of origin,N - None present,1 - Present,1,40.6941104,-73.960156,NA,NA,NA,NA,NA,NA,2015
59178833,8810,322 - Motor vehicle accident with injuries,11/20/2015 15:08,11/20/2015 15:13,6,11/20/2015 15:49,7 - Signal 7-5,2460,31 - Provide first aid & check for injuries,78 - Control traffic,43 - Hazardous materials spill control and confinement,Commercial/Others,LLOYD AVE,11435,5 - Queens,NA,NA,NA,NA,NA,NA,NA,NA,40.693161,-73.8091556,NA,NA,NA,NA,NA,NA,2015
59179308,1186,111 - Building fire,11/20/2015 16:54,11/20/2015 16:58,13,11/20/2015 19:07,7 - Signal 7-5,7982,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,93 ST,11209,4 - Brooklyn,2,NA,NA,2,2 - Confined to room of origin,1 - Present,N - None Present,0,40.6190599,-74.0348057,NA,NA,NA,NA,NA,NA,2015
59180117,250,"118 - Trash or rubbish fire, contained",11/20/2015 20:17,11/20/2015 20:20,5,11/20/2015 21:02,7 - Signal 7-5,2709,11 - Extinguishment by fire service personnel,51 - Ventilate,NA,Commercial/Others,FRONT ST,10304,3 - Staten Island,NA,NA,NA,NA,NA,NA,NA,NA,40.6250705,-74.0736698,NA,NA,NA,NA,NA,NA,2015
59181182,208,111 - Building fire,11/21/2015 3:56,11/21/2015 4:00,11,11/21/2015 5:07,7 - Signal 7-5,4255,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,S 6 ST,11211,4 - Brooklyn,Bsmt,NA,1,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.7164701,-73.9570296,NA,NA,NA,NA,NA,NA,2015
59181909,5871,111 - Building fire,11/21/2015 10:01,11/21/2015 10:03,8,11/21/2015 11:36,7 - Signal 7-5,5720,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,221 ST,11413,5 - Queens,1,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.6793184,-73.7478869,NA,NA,NA,NA,NA,NA,2015
59182142,4587,111 - Building fire,11/21/2015 11:32,11/21/2015 11:36,13,11/21/2015 13:48,7 - Signal 7-5,8149,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,MADISON ST,11385,5 - Queens,2,NA,NA,2,4 - Confined to building of origin,N - None present,N - None Present,0,40.705046,-73.903031,NA,NA,NA,NA,NA,NA,2015
59182151,2148,111 - Building fire,11/21/2015 11:36,11/21/2015 11:38,11,11/21/2015 14:29,7 - Signal 7-5,10370,11 - Extinguishment by fire service personnel,215 - Check for extension,51 - Ventilate,Residential/Multihousing,E 138 ST,10454,2 - Bronx,1,NA,NA,1,2 - Confined to room of origin,N - None present,1 - Present,0,40.8068287,-73.9174895,NA,NA,NA,NA,NA,NA,2015
59182199,8607,111 - Building fire,11/21/2015 11:48,11/21/2015 11:49,11,11/21/2015 13:42,7 - Signal 7-5,6838,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,164 PL,11433,5 - Queens,2,NA,NA,2,3 - Confined to floor of origin,N - None present,N - None Present,0,40.696376,-73.789004,NA,NA,NA,NA,NA,NA,2015
59183083,5508,111 - Building fire,11/21/2015 16:26,11/21/2015 16:29,6,11/21/2015 17:18,7 - Signal 7-5,3157,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,210 ST,11428,5 - Queens,attic,NA,NA,3,2 - Confined to room of origin,N - None present,N - None Present,0,40.7175758,-73.7524538,NA,NA,NA,NA,NA,NA,2015
59184525,3663,111 - Building fire,11/22/2015 1:11,11/22/2015 1:13,9,11/22/2015 2:39,7 - Signal 7-5,5311,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,LEVERETT AVE,10312,3 - Staten Island,1st,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.5545781,-74.1706409,NA,NA,NA,NA,NA,NA,2015
59184720,5065,111 - Building fire,11/22/2015 3:09,11/22/2015 3:12,14,11/22/2015 5:31,7 - Signal 7-5,8488,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,NADAL PL,11433,5 - Queens,"Basement,1st and 2nd",NA,1,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.6941661,-73.7862636,NA,NA,NA,NA,NA,NA,2015
59184734,4840,352 - Extrication of victim(s) from vehicle,11/22/2015 3:21,11/22/2015 3:27,7,11/22/2015 4:15,7 - Signal 7-5,3256,"23 - Extricate, disentangle",31 - Provide first aid & check for injuries,78 - Control traffic,Commercial/Others,N CONDUIT AVE,11420,5 - Queens,NA,NA,NA,NA,NA,NA,NA,NA,40.6654394,-73.8190077,NA,NA,NA,NA,NA,NA,2015
59185314,547,111 - Building fire,11/22/2015 10:25,11/22/2015 10:29,4,11/22/2015 10:58,7 - Signal 7-5,2000,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,WASHINGTON ST,10014,1 - Manhattan,NA,NA,NA,1,1 - Confined to object of origin,N - None present,N - None Present,0,40.7340911,-74.0084927,NA,NA,NA,NA,NA,NA,2015
59185323,4671,111 - Building fire,11/22/2015 10:28,11/22/2015 10:31,14,11/22/2015 12:52,7 - Signal 7-5,8613,11 - Extinguishment by fire service personnel,215 - Check for extension,21 - Search,Residential/Multihousing,88 ST,11385,5 - Queens,1,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.7069168,-73.8618987,NA,NA,NA,NA,NA,NA,2015
59186334,3118,111 - Building fire,11/22/2015 17:23,11/22/2015 17:27,17,11/22/2015 20:07,7 - Signal 7-5,9845,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,RALPH AVE,11234,4 - Brooklyn,NA,NA,NA,1,3 - Confined to floor of origin,1 - Present,1 - Present,0,40.6287633,-73.9182572,NA,NA,NA,NA,NA,NA,2015
59187029,458,111 - Building fire,11/22/2015 21:11,11/22/2015 21:12,15,11/22/2015 22:51,7 - Signal 7-5,6012,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,VANDERBILT AVE,10304,3 - Staten Island,NA,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.618553,-74.080001,NA,NA,NA,NA,NA,NA,2015
59187100,2876,111 - Building fire,11/22/2015 21:43,11/22/2015 21:45,13,11/22/2015 23:42,7 - Signal 7-5,7105,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,20 AVE,11214,4 - Brooklyn,4,NA,NA,4,4 - Confined to building of origin,N - None present,N - None Present,0,40.6046104,-73.9982719,NA,NA,NA,NA,NA,NA,2015
59187199,2566,111 - Building fire,11/22/2015 22:27,11/22/2015 22:30,10,11/23/2015 0:01,7 - Signal 7-5,5646,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,GRANT AVE,10456,2 - Bronx,NA,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.8320331,-73.9159057,NA,NA,NA,NA,NA,NA,2015
59187297,2979,"141 - Forest, woods or wildland fire",11/22/2015 23:34,11/22/2015 23:39,6,11/23/2015 0:11,7 - Signal 7-5,2197,"10 - Fire control or extinguishment, other",NA,NA,Commercial/Others,RICHMOND AVE RA,10314,3 - Staten Island,NA,NA,NA,NA,NA,NA,NA,NA,40.6262732,-74.1169076,NA,NA,NA,NA,NA,NA,2015
59189757,5508,111 - Building fire,11/23/2015 17:04,11/23/2015 17:09,11,11/23/2015 18:59,7 - Signal 7-5,6907,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,210 PL,11428,5 - Queens,basement,NA,1,0,4 - Confined to building of origin,N - None present,N - None Present,0,40.7178343,-73.7515977,NA,NA,NA,NA,NA,NA,2015
59190610,1280,111 - Building fire,11/23/2015 21:26,11/23/2015 21:29,6,11/23/2015 22:07,7 - Signal 7-5,2461,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,5 AVE,11215,4 - Brooklyn,Cellar,NA,1,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.6682201,-73.9871039,NA,NA,NA,NA,NA,NA,2015
59190719,1534,111 - Building fire,11/23/2015 21:56,11/23/2015 21:59,12,11/24/2015 0:07,7 - Signal 7-5,7873,11 - Extinguishment by fire service personnel,111 - Hooked up to hydrant,215 - Check for extension,Residential/Multihousing,W 131 ST,10037,1 - Manhattan,1,NA,NA,1,4 - Confined to building of origin,N - None present,1 - Present,0,40.8115341,-73.9426533,NA,NA,NA,NA,NA,NA,2015
59190791,2368,111 - Building fire,11/23/2015 22:24,11/23/2015 22:28,12,11/24/2015 0:01,7 - Signal 7-5,5808,"10 - Fire control or extinguishment, other",NA,NA,Residential/Multihousing,RALPH AVE,11234,4 - Brooklyn,compactor chute,NA,1,0,4 - Confined to building of origin,N - None present,1 - Present,0,40.6287633,-73.9182572,NA,NA,NA,NA,NA,NA,2015
59191537,2975,111 - Building fire,11/24/2015 7:19,11/24/2015 7:22,9,11/24/2015 8:27,7 - Signal 7-5,4079,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 175 ST,10460,2 - Bronx,3,NA,NA,3,3 - Confined to floor of origin,N - None present,N - None Present,0,40.8401202,-73.8887858,NA,NA,NA,NA,NA,NA,2015
59192030,8801,111 - Building fire,11/24/2015 9:57,11/24/2015 10:00,11,11/24/2015 12:30,7 - Signal 7-5,9174,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,107 AVE,11419,5 - Queens,base,NA,1,0,3 - Confined to floor of origin,1 - Present,N - None Present,0,40.6851356,-73.8205948,NA,NA,NA,NA,NA,NA,2015
59192696,8722,322 - Motor vehicle accident with injuries,11/24/2015 13:24,11/24/2015 13:30,9,11/24/2015 15:03,7 - Signal 7-5,5905,43 - Hazardous materials spill control and confinement,NA,NA,Commercial/Others,W SHORE EXPY,99999,3 - Staten Island,NA,NA,NA,NA,NA,NA,NA,NA,40.5761121,-74.1905191,NA,NA,NA,NA,NA,NA,2015
59192802,679,111 - Building fire,11/24/2015 13:48,11/24/2015 13:51,6,11/24/2015 14:27,7 - Signal 7-5,2301,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,LAFAYETTE AVE,11221,4 - Brooklyn,4,NA,NA,4,2 - Confined to room of origin,N - None present,N - None Present,0,40.6915487,-73.9367547,NA,NA,NA,NA,NA,NA,2015
59193000,901,111 - Building fire,11/24/2015 14:36,11/24/2015 14:40,8,11/24/2015 16:06,7 - Signal 7-5,5421,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,PIER 94,10019,1 - Manhattan,NA,NA,NA,1,4 - Confined to building of origin,1 - Present,N - None Present,1,40.769164,-73.9962592,NA,NA,NA,NA,NA,NA,2015
59194261,4976,111 - Building fire,11/24/2015 20:36,11/24/2015 20:39,12,11/24/2015 23:17,7 - Signal 7-5,9676,11 - Extinguishment by fire service personnel,215 - Check for extension,21 - Search,Residential/Multihousing,84 ST,11373,5 - Queens,2,NA,NA,2,3 - Confined to floor of origin,N - None present,N - None Present,0,40.730722,-73.880061,NA,NA,NA,NA,NA,NA,2015
59194275,3775,111 - Building fire,11/24/2015 20:42,11/24/2015 20:46,11,11/24/2015 22:49,7 - Signal 7-5,7621,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,MANHATTANCOLLEGE PKWY,10463,2 - Bronx,basement,NA,1,1,2 - Confined to room of origin,1 - Present,N - None Present,0,40.8904293,-73.903948,NA,NA,NA,NA,NA,NA,2015
59194368,8608,111 - Building fire,11/24/2015 21:06,11/24/2015 21:09,9,11/24/2015 22:02,7 - Signal 7-5,3352,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,109 RD,11433,5 - Queens,Attic,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.6955501,-73.7856609,NA,NA,NA,NA,NA,NA,2015
59194728,1970,111 - Building fire,11/24/2015 23:18,11/24/2015 23:21,6,11/25/2015 0:01,7 - Signal 7-5,2569,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,SUNNYSIDE AVE,11207,4 - Brooklyn,2,NA,NA,3,1 - Confined to object of origin,N - None present,N - None Present,0,40.681521,-73.8923275,NA,NA,NA,NA,NA,NA,2015
59196082,3688,111 - Building fire,11/25/2015 10:56,11/25/2015 10:59,12,11/25/2015 13:05,7 - Signal 7-5,7733,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,190 ST,11365,5 - Queens,1,NA,NA,1,3 - Confined to floor of origin,1 - Present,N - None Present,0,40.7450136,-73.7866227,NA,NA,NA,NA,NA,NA,2015
59197036,4516,111 - Building fire,11/25/2015 15:45,11/25/2015 15:53,10,11/25/2015 18:08,7 - Signal 7-5,8553,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BUTLER AVE,10307,3 - Staten Island,2nd,NA,NA,2,2 - Confined to room of origin,N - None present,N - None Present,0,40.5103735,-74.2496876,NA,NA,NA,NA,NA,NA,2015
59197045,8662,111 - Building fire,11/25/2015 15:49,11/25/2015 15:53,8,11/25/2015 17:37,7 - Signal 7-5,6473,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,119 AVE,11434,5 - Queens,1,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.681842,-73.783577,NA,NA,NA,NA,NA,NA,2015
59198793,1181,111 - Building fire,11/26/2015 1:11,11/26/2015 1:17,14,11/26/2015 4:01,7 - Signal 7-5,10222,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,W 88 ST,10024,1 - Manhattan,1st,NA,NA,1,3 - Confined to floor of origin,1 - Present,N - None Present,0,40.7890023,-73.9740865,NA,NA,NA,NA,NA,NA,2015
59199526,4937,111 - Building fire,11/26/2015 8:45,11/26/2015 8:48,9,11/26/2015 10:16,7 - Signal 7-5,5429,11 - Extinguishment by fire service personnel,213 - Performed primary search,215 - Check for extension,Residential/Multihousing,130 ST,11420,5 - Queens,attic,NA,NA,3,3 - Confined to floor of origin,N - None present,N - None Present,0,40.6749963,-73.808538,NA,NA,NA,NA,NA,NA,2015
59199800,8998,352 - Extrication of victim(s) from vehicle,11/26/2015 10:41,11/26/2015 10:48,8,11/26/2015 11:48,7 - Signal 7-5,4033,"23 - Extricate, disentangle",31 - Provide first aid & check for injuries,78 - Control traffic,Commercial/Others,HUTCHINSONRIVER PKWY,10475,2 - Bronx,NA,NA,NA,NA,NA,NA,NA,NA,40.8738176,-73.8186586,NA,NA,NA,NA,NA,NA,2015
59199865,878,"118 - Trash or rubbish fire, contained",11/26/2015 10:47,11/26/2015 10:50,6,11/26/2015 12:18,7 - Signal 7-5,5504,11 - Extinguishment by fire service personnel,51 - Ventilate,NA,Commercial/Others,E 53 ST,10022,1 - Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,40.757517,-73.9689605,NA,NA,NA,NA,NA,NA,2015
59200363,3876,111 - Building fire,11/26/2015 13:15,11/26/2015 13:18,6,11/26/2015 13:55,7 - Signal 7-5,2420,11 - Extinguishment by fire service personnel,21 - Search,51 - Ventilate,Residential/Multihousing,BRONX BLVD,10470,2 - Bronx,1 - kitchen,NA,NA,1,3 - Confined to floor of origin,1 - Present,N - None Present,0,40.9035599,-73.8548211,NA,NA,NA,NA,NA,NA,2015
59200720,1439,111 - Building fire,11/26/2015 14:48,11/26/2015 14:51,11,11/26/2015 15:51,7 - Signal 7-5,3781,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,BURGHER AVE,10304,3 - Staten Island,NA,NA,NA,1,4 - Confined to building of origin,N - None present,N - None Present,0,40.5940322,-74.0947051,NA,NA,NA,NA,NA,NA,2015
59200822,1432,111 - Building fire,11/26/2015 15:08,11/26/2015 15:11,10,11/26/2015 17:09,7 - Signal 7-5,7285,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,W 120 ST,10027,1 - Manhattan,1,NA,1,0,2 - Confined to room of origin,1 - Present,N - None Present,0,40.8073044,-73.9542245,NA,NA,NA,NA,NA,NA,2015
59201499,846,"118 - Trash or rubbish fire, contained",11/26/2015 18:05,11/26/2015 18:08,5,11/26/2015 18:45,7 - Signal 7-5,2392,11 - Extinguishment by fire service personnel,12 - Salvage & overhaul,NA,Commercial/Others,CLOVE RD,10301,3 - Staten Island,NA,NA,NA,NA,NA,NA,NA,NA,40.6191944,-74.1066624,NA,NA,NA,NA,NA,NA,2015
59201654,2302,111 - Building fire,11/26/2015 18:53,11/26/2015 18:56,15,11/26/2015 20:21,7 - Signal 7-5,5229,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 53 ST,11203,4 - Brooklyn,basement,NA,1,0,3 - Confined to floor of origin,N - None present,N - None Present,0,40.6502893,-73.9273025,NA,NA,NA,NA,NA,NA,2015
59201779,782,111 - Building fire,11/26/2015 19:32,11/26/2015 19:34,18,11/26/2015 22:46,7 - Signal 7-5,11646,11 - Extinguishment by fire service personnel,81 - Incident command,51 - Ventilate,Commercial/Others,W 41 ST,10018,1 - Manhattan,7,NA,NA,7,2 - Confined to room of origin,1 - Present,1 - Present,1,40.75814,-73.9937104,NA,NA,NA,NA,NA,NA,2015
59203520,1328,111 - Building fire,11/27/2015 9:32,11/27/2015 9:35,18,11/27/2015 11:17,7 - Signal 7-5,6337,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,LEXINGTON AVE,10029,1 - Manhattan,NA,NA,NA,17,3 - Confined to floor of origin,N - None present,N - None Present,1,40.7922522,-73.9462817,NA,NA,NA,NA,NA,NA,2015
59204067,6571,"100 - Fire, other",11/27/2015 12:46,11/27/2015 12:51,6,11/27/2015 13:34,7 - Signal 7-5,2866,11 - Extinguishment by fire service personnel,21 - Search,215 - Check for extension,Residential/Multihousing,167 ST,11432,5 - Queens,1st,NA,NA,NA,NA,NA,NA,NA,40.7114079,-73.796432,NA,NA,NA,NA,NA,NA,2015
59204666,1809,111 - Building fire,11/27/2015 15:50,11/27/2015 15:53,12,11/27/2015 17:53,7 - Signal 7-5,7426,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,VERMILYEA AVE,10034,1 - Manhattan,5,NA,NA,5,3 - Confined to floor of origin,1 - Present,N - None Present,0,40.8660651,-73.9224986,NA,NA,NA,NA,NA,NA,2015
59205055,7058,111 - Building fire,11/27/2015 17:59,11/27/2015 18:02,14,11/27/2015 20:21,7 - Signal 7-5,8564,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,66 ST,11378,5 - Queens,2,NA,NA,2,3 - Confined to floor of origin,N - None present,N - None Present,0,40.7267125,-73.8986573,NA,NA,NA,NA,NA,NA,2015
59205836,160,111 - Building fire,11/27/2015 22:42,11/27/2015 22:44,17,11/28/2015 0:22,7 - Signal 7-5,6018,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,JACKSON ST,11211,4 - Brooklyn,NA,NA,NA,1,3 - Confined to floor of origin,N - None present,N - None Present,0,40.7167288,-73.9438923,NA,NA,NA,NA,NA,NA,2015
59206271,765,111 - Building fire,11/28/2015 2:19,11/28/2015 2:22,9,11/28/2015 3:22,7 - Signal 7-5,3748,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,IRVING AVE,11237,4 - Brooklyn,4,NA,NA,4,2 - Confined to room of origin,N - None present,N - None Present,0,40.6988381,-73.914072,NA,NA,NA,NA,NA,NA,2015
59206364,1444,111 - Building fire,11/28/2015 3:47,11/28/2015 3:52,17,11/28/2015 6:36,7 - Signal 7-5,10137,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,E 120 ST,10035,1 - Manhattan,NA,NA,NA,6,2 - Confined to room of origin,N - None present,N - None Present,1,40.8000771,-73.9371189,NA,NA,NA,NA,NA,NA,2015
59206522,3494,111 - Building fire,11/28/2015 5:41,11/28/2015 5:44,12,11/28/2015 6:41,7 - Signal 7-5,3605,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,BARKER AVE,10467,2 - Bronx,1st,NA,NA,1,2 - Confined to room of origin,N - None present,N - None Present,0,40.8672693,-73.8692022,NA,NA,NA,NA,NA,NA,2015
59206944,2935,111 - Building fire,11/28/2015 9:23,11/28/2015 9:26,12,11/28/2015 12:45,7 - Signal 7-5,12122,11 - Extinguishment by fire service personnel,86 - Investigate,84 - Refer to proper authority,Residential/Multihousing,E 14 ST,11230,4 - Brooklyn,Bsmt,NA,1,0,2 - Confined to room of origin,N - None present,N - None Present,0,40.620299,-73.9614276,NA,NA,NA,NA,NA,NA,2015
59208617,4261,"114 - Chimney or flue fire, confined to chimney or flue",11/28/2015 19:54,11/28/2015 19:58,5,11/28/2015 22:00,7 - Signal 7-5,7579,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,MAYBERRY PROM,10312,3 - Staten Island,outside,NA,NA,NA,NA,NA,NA,NA,40.5285001,-74.1583158,NA,NA,NA,NA,NA,NA,2015
59208736,4551,111 - Building fire,11/28/2015 20:40,11/28/2015 20:43,11,11/28/2015 22:26,7 - Signal 7-5,6350,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,58 RD,11378,5 - Queens,NA,NA,1,0,4 - Confined to building of origin,N - None present,N - None Present,0,40.7205088,-73.9051991,NA,NA,NA,NA,NA,NA,2015
59209471,4172,111 - Building fire,11/29/2015 2:50,11/29/2015 2:54,14,11/29/2015 5:01,7 - Signal 7-5,7870,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,PUTNAM AVE,11385,5 - Queens,1,NA,NA,1,3 - Confined to floor of origin,1 - Present,N - None Present,0,40.70303,-73.9038982,NA,NA,NA,NA,NA,NA,2015
59209583,788,111 - Building fire,11/29/2015 4:29,11/29/2015 4:35,11,11/29/2015 7:41,7 - Signal 7-5,11541,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,E 42 ST,10017,1 - Manhattan,NA,NA,NA,1,1 - Confined to object of origin,1 - Present,1 - Present,1,40.7507757,-73.9744533,NA,NA,NA,NA,NA,NA,2015
59211049,8864,111 - Building fire,11/29/2015 17:19,11/29/2015 17:22,13,11/29/2015 19:08,7 - Signal 7-5,6555,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,131 ST,11420,5 - Queens,1st,NA,NA,1,4 - Confined to building of origin,1 - Present,N - None Present,0,40.6763001,-73.8081024,NA,NA,NA,NA,NA,NA,2015
59211324,6830,111 - Building fire,11/29/2015 18:55,11/29/2015 18:59,11,11/29/2015 20:42,7 - Signal 7-5,6393,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,225 ST,11411,5 - Queens,cellar/1st floor,NA,1,1,4 - Confined to building of origin,1 - Present,N - None Present,0,40.6954644,-73.734883,NA,NA,NA,NA,NA,NA,2015
59213118,2976,111 - Building fire,11/30/2015 10:24,11/30/2015 10:26,6,11/30/2015 11:42,7 - Signal 7-5,4676,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,E TREMONT AVE,10457,2 - Bronx,NA,NA,1,1,1 - Confined to object of origin,N - None present,N - None Present,0,40.8470225,-73.8980633,NA,NA,NA,NA,NA,NA,2015
59213484,1682,111 - Building fire,11/30/2015 12:20,11/30/2015 12:22,16,11/30/2015 14:45,7 - Signal 7-5,8717,11 - Extinguishment by fire service personnel,NA,NA,Residential/Multihousing,GASTON-BLVD-STONE AVE,11212,4 - Brooklyn,NA,NA,NA,7,2 - Confined to room of origin,N - None present,N - None Present,1,40.6738334,-73.9083822,NA,NA,NA,NA,NA,NA,2015
59213709,6583,111 - Building fire,11/30/2015 13:23,11/30/2015 13:25,6,11/30/2015 14:06,7 - Signal 7-5,2622,11 - Extinguishment by fire service personnel,NA,NA,Commercial/Others,PARSONS BLVD,11366,5 - Queens,1,NA,NA,1,1 - Confined to object of origin,N - None present,N - None Present,0,40.722338,-73.8098604,NA,NA,NA,NA,NA,NA,2015
